Label,Notation,Parent Notation,Sort Priority,Description
Not applicable,_Z,,1,
Total financial assets/liabilities,F,,2,"F= F1+F2+F3+F4+F5+F6+F7+F8
In some data flow definitions the integrity rules are shown in a different format in order to explain to users their practical implementation. However, in none of the cases double counting is allowed."
Liabilities and assets outside general government under guarantee,F_G,,3,
Total assets/liabilities (financial and gross non-financial),F_NG,,4,F_NG=F+NG
Total assets/liabilities (financial and net non-financial),F_NN,,5,F_NN=F+NN
Liabilities related to special purpose entities (EDP-FC concept),F_SPV,,6,
Guarantees provided to special purpose vehicles (FAM concept),F_SPVG,,7,
Monetary gold and SDRs,F1,,8,
Monetary gold,F11,,9,F11=F11A+F11B
Gold bullion,F11A,,10,
Unallocated gold accounts,F11B,,11,
"Monetary gold, of which gold under swap for cash collateral",F11Z,,12,
SDRs,F12,,13,
"SDRs, fixed rate",F12FR,,14,
"SDRs, variable rate",F12VR,,15,
Currency and deposits,F2,,16,F2=F21+F22+F29
"Loans, currency and deposits: Currency and deposits + Loans",F2_F4,,17,F2_F4 = F2+F4
Currency,F21,,18,
Transferable deposits,F22,,19,F22=F221+F229
Inter-bank positions,F221,,20,
"Inter-bank positions, of which intra-Eurosystem Technical claims",F221C,,21,
"Inter-bank positions, of which TARGET accounts",F221T,,22,
Other transferable deposits,F229,,23,
"Other transferable deposits, except overnight deposits",F2291,,24,
Other deposits,F29,,25,F29=F29A+F29B+F29C
Deposits with agreed maturity,F29A,,26,
Deposits redeemable at notice,F29B,,27,
Repurchase agreements,F29C,,28,
Currency and overnight deposits,F2A,,29,
Currency and monetary deposits,F2B,,30,
"Currency and deposits, fixed rate",F2FR,,31,
Deposits,F2M,,32,F2M=F22+F29
Non-monetary deposits,F2MF,,33,
Monetary deposits,F2MM,,34,
"Currency and deposits, debt securities and loans",F2T4,,35,F2+F3+F4
Numerator for financial sector leverage,F2T4_71,,36,F2T4_71=F2+F3+F4+F71
"Currency and deposits; debt securities; loans; equity and investment fund shares; insurance, pension and standardized guarantee schemes",F2T6,,37,F2+F3+F4+F5+F6
"Currency and deposits, variable rate",F2VR,,38,
