Label,Notation,Parent Notation,Sort Priority,Description
Not applicable,_Z,,1,
Trend,T,,2,
"Trend-cycle data, calendar adjusted",C,,3,
"Trend-cycle data, not calendar adjusted",R,,4,
Calendar component,K,,5,Synonyms: Calendar effects; calendar factors
Seasonal component,X,,6,Synonyms: Seasonal effects; seasonal factors
Seasonal and calendar components,M,,7,Synonyms: Seasonal and calendar effects; seasonal and calendar factors
Irregular component,I,,8,Synonym: Irregular effects
Neither seasonally adjusted nor calendar adjusted data,N,,9,Synonyms: Raw data; unadjusted data
"Seasonally adjusted data, not calendar adjusted",S,,10,
"Calendar adjusted data, not seasonally adjusted",W,,11,
Calendar and seasonally adjusted data,Y,,12,
"Neither seasonally adjusted nor calendar adjusted data, Average, period on period",N_A1,,13,
"Neither seasonally adjusted nor calendar adjusted data, 12-period moving average",N_A12,,14,
"Neither seasonally adjusted nor calendar adjusted data, 3-period moving average",N_A3,,15,
"Neither seasonally adjusted nor calendar adjusted data, 4-period moving average",N_A4,,16,
"Neither seasonally adjusted nor calendar adjusted data, 6-period moving average",N_A6,,17,
"Neither seasonally adjusted nor calendar adjusted data, 12-period cumulated sum",N_C12,,18,
"Neither seasonally adjusted nor calendar adjusted data, 16 period cumulated sum",N_C16,,19,
"Neither seasonally adjusted nor calendar adjusted data, 3-period cumulated sum",N_C3,,20,
"Neither seasonally adjusted nor calendar adjusted data, 4-period cumulated sum",N_C4,,21,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, period on period, over 4-period cumulated sum",N_C4G,,22,
"Neither seasonally adjusted nor calendar adjusted data, 6-period cumulated sum",N_C6,,23,
"Neither seasonally adjusted nor calendar adjusted data, Cumulated sum, over 1 year",N_CY,,24,
"Neither seasonally adjusted nor calendar adjusted data, Differences, period on period, first order",N_D1,,25,
"Neither seasonally adjusted nor calendar adjusted data, Differences, period on period, second order",N_D1D1,,26,
"Neither seasonally adjusted nor calendar adjusted data, Difference period on 4 periods, first order",N_D4,,27,
"Neither seasonally adjusted nor calendar adjusted data, Difference, over 1 year",N_DY,,28,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, flow over stock, period on period",N_F1,,29,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, flow over stock over 12 periods",N_F12,,30,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate , flow over stock ,over 3 periods",N_F3,,31,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate , flow over stock over 4 periods",N_F4,,32,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, flow over stock over 6 periods",N_F6,,33,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, period on period",N_FO1,,34,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, over 12  periods",N_FO12,,35,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, over 16 periods",N_FO16,,36,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, over 3 periods",N_FO3,,37,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, over 4 periods",N_FO4,,38,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, flow over stock, over 6 periods",N_FO6,,39,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, flow over stock, over 1 year",N_FY,,40,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, period on period",N_G1,,41,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, over 10 periods",N_G10,,42,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate over 12 periods",N_G12,,43,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate over 3 periods",N_G3,,44,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, over 3 years",N_G3Y,,45,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate over 4 periods",N_G4,,46,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, over 4 years",N_G4Y,,47,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate over 6 periods",N_G6,,48,
"Neither seasonally adjusted nor calendar adjusted data, Compound growth rate, over 10 years",N_GC10Y,,49,
"Neither seasonally adjusted nor calendar adjusted data, Compound growth rate, over 5 years",N_GC5Y,,50,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, period on period",N_GO1,,51,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, over 12 periods",N_GO12,,52,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, over 3 periods",N_GO3,,53,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, over  4 periods",N_GO4,,54,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, over 6 periods",N_GO6,,55,
"Neither seasonally adjusted nor calendar adjusted data, Contribution to growth rate, over 1 year",N_GOY,,56,
"Neither seasonally adjusted nor calendar adjusted data, Growth rate, over reference year",N_GR,,57,
